city,air_quality_index,co,no2,o2,particulate_matter_10,particulate_matter_25,so2,date,time
Vancouver,27,10.0,28.5,13.5,8.1,6.5,0.6,2024-04-21,11:00:00
Vancouver,31,10.0,6.5,19.2,9.4,7.5,1.0,2024-04-21,10:00:00
Vancouver,32,149.3,5.7,69.6,5.3,4.27,0.6,2024-04-21,09:00:00
Vancouver,31,155.0,10.8,67.1,5.6,4.4,0.8,2024-04-21,08:00:00
Vancouver,32,172.5,7.0,68.4,4.7,3.64,0.8,2024-04-21,07:00:00
Vancouver,30,132.9,9.8,65.5,4.8,3.73,1.0,2024-04-21,06:00:00
Vancouver,25,10.0,45.0,12.6,7.5,6.0,0.9,2024-04-21,05:00:00
Vancouver,37,10.0,57.0,10.7,11.3,9.0,0.8,2024-04-21,04:00:00
Vancouver,33,172.5,10.1,70.3,4.7,3.73,0.8,2024-04-21,03:00:00
Vancouver,29,212.5,10.9,63.5,5.6,5.1,0.7,2024-04-21,02:00:00
Vancouver,31,182.1,13.4,67.6,6.8,5.71,0.7,2024-04-21,01:00:00
Vancouver,34,116.4,8.5,74.6,7.5,6.21,1.0,2024-04-21,00:00:00
Vancouver,25,10.0,14.0,20.6,14.0,6.0,1.5,2024-04-20,23:00:00
Vancouver,25,10.0,5.0,21.1,11.0,6.0,1.0,2024-04-20,22:00:00
Nairobi,65,74.7,4.0,32.0,27.0,19.0,5.0,2024-04-23,21:00:00
Nairobi,67,79.8,4.7,33.0,28.0,19.67,5.7,2024-04-23,20:00:00
Nairobi,68,84.8,5.3,34.0,29.0,20.33,6.3,2024-04-23,19:00:00
Nairobi,69,89.9,6.0,35.0,30.0,21.0,7.0,2024-04-23,18:00:00
Nairobi,62,80.9,5.0,39.3,25.3,17.67,5.7,2024-04-23,17:00:00
Nairobi,55,72.0,4.0,43.7,20.7,14.33,4.3,2024-04-23,16:00:00
Nairobi,46,63.0,3.0,48.0,16.0,11.0,3.0,2024-04-23,15:00:00
Nairobi,44,62.4,2.3,54.3,15.3,10.67,4.0,2024-04-23,14:00:00
Nairobi,43,61.9,1.7,60.7,14.7,10.33,5.0,2024-04-23,13:00:00
Nairobi,42,61.3,1.0,67.0,14.0,10.0,6.0,2024-04-23,12:00:00
Nairobi,43,60.5,1.0,63.0,14.3,10.33,6.3,2024-04-23,11:00:00
Nairobi,44,59.7,1.0,59.0,14.7,10.67,6.7,2024-04-23,10:00:00
Nairobi,46,58.9,1.0,55.0,15.0,11.0,7.0,2024-04-23,09:00:00
Nairobi,46,58.2,1.3,49.3,15.3,11.0,6.3,2024-04-23,08:00:00
Nairobi,46,57.4,1.7,43.7,15.7,11.0,5.7,2024-04-23,07:00:00
Nairobi,46,56.6,2.0,38.0,16.0,11.0,5.0,2024-04-23,06:00:00
Nairobi,44,53.5,2.0,36.0,15.3,10.67,4.7,2024-04-23,05:00:00
Nairobi,43,50.4,2.0,34.0,14.7,10.33,4.3,2024-04-23,04:00:00
Nairobi,42,47.3,2.0,32.0,14.0,10.0,4.0,2024-04-23,03:00:00
Nairobi,43,46.7,2.0,32.0,14.3,10.33,3.7,2024-04-23,02:00:00
Nairobi,44,46.1,2.0,32.0,14.7,10.67,3.3,2024-04-23,01:00:00
Nairobi,46,45.5,2.0,32.0,15.0,11.0,3.0,2024-04-23,00:00:00
Nairobi,52,61.1,3.0,33.3,18.3,13.0,4.0,2024-04-22,23:00:00
Nairobi,56,76.6,4.0,34.7,21.7,15.0,5.0,2024-04-22,22:00:00
Nairobi,61,92.2,5.0,36.0,25.0,17.0,6.0,2024-04-22,21:00:00
Nairobi,63,111.1,6.3,37.7,26.3,18.0,8.0,2024-04-22,20:00:00
Nairobi,65,129.9,7.7,39.3,27.7,19.0,10.0,2024-04-22,19:00:00
Nairobi,67,148.8,9.0,41.0,29.0,20.0,12.0,2024-04-22,18:00:00
Nairobi,63,120.6,7.0,47.3,25.7,18.0,9.0,2024-04-22,17:00:00
Nairobi,59,92.4,5.0,53.7,22.3,16.0,6.0,2024-04-22,16:00:00
Nairobi,54,64.2,3.0,60.0,19.0,14.0,3.0,2024-04-22,15:00:00
Nairobi,53,70.2,2.3,73.0,18.3,13.33,4.7,2024-04-22,14:00:00
Nairobi,51,76.3,1.7,86.0,17.7,12.67,6.3,2024-04-22,13:00:00
Nairobi,50,82.3,1.0,99.0,17.0,12.0,8.0,2024-04-22,12:00:00
Nairobi,51,87.9,1.0,96.7,18.3,12.67,9.7,2024-04-22,11:00:00
Nairobi,53,93.6,1.0,94.3,19.7,13.33,11.3,2024-04-22,10:00:00
Nairobi,54,99.2,1.0,92.0,21.0,14.0,13.0,2024-04-22,09:00:00
Nairobi,58,104.5,1.7,83.0,23.0,15.67,15.7,2024-04-22,08:00:00
Nairobi,62,109.7,2.3,74.0,25.0,17.33,18.3,2024-04-22,07:00:00
Nairobi,65,115.0,3.0,65.0,27.0,19.0,21.0,2024-04-22,06:00:00
Nairobi,62,106.2,3.7,56.3,25.3,17.67,19.3,2024-04-22,05:00:00
Nairobi,59,97.5,4.3,47.7,23.7,16.33,17.7,2024-04-22,04:00:00
Nairobi,56,88.7,5.0,39.0,22.0,15.0,16.0,2024-04-22,03:00:00
Nairobi,58,82.9,4.3,40.7,22.7,15.67,13.7,2024-04-22,02:00:00
Nairobi,59,77.0,3.7,42.3,23.3,16.33,11.3,2024-04-22,01:00:00
Nairobi,61,71.2,3.0,44.0,24.0,17.0,9.0,2024-04-22,00:00:00
Nairobi,62,91.0,4.7,47.0,25.0,17.67,12.3,2024-04-21,23:00:00
Nairobi,64,110.9,6.3,50.0,26.0,18.33,15.7,2024-04-21,22:00:00
Nairobi,65,130.7,8.0,53.0,27.0,19.0,19.0,2024-04-21,21:00:00
Nairobi,65,142.6,9.0,50.7,27.0,19.0,18.7,2024-04-21,20:00:00
Nairobi,65,154.5,10.0,48.3,27.0,19.0,18.3,2024-04-21,19:00:00
Nairobi,65,166.3,11.0,46.0,27.0,19.0,18.0,2024-04-21,18:00:00
Nairobi,60,135.2,8.3,54.7,24.0,16.67,16.3,2024-04-21,17:00:00
Nairobi,55,104.1,5.7,63.3,21.0,14.33,14.7,2024-04-21,16:00:00
Nairobi,50,73.0,3.0,72.0,18.0,12.0,13.0,2024-04-21,15:00:00
Nairobi,49,73.3,2.3,74.3,17.3,11.67,14.3,2024-04-21,14:00:00
Nairobi,47,73.7,1.7,76.7,16.7,11.33,15.7,2024-04-21,13:00:00
Nairobi,46,74.1,1.0,79.0,16.0,11.0,17.0,2024-04-21,12:00:00
Nairobi,40,72.9,1.0,75.7,14.0,9.67,16.7,2024-04-21,11:00:00
Nairobi,35,71.8,1.0,72.3,12.0,8.33,16.3,2024-04-21,10:00:00
Nairobi,32,70.6,1.0,69.0,10.0,7.0,16.0,2024-04-21,09:00:00
Nairobi,35,79.2,2.3,60.7,11.7,8.33,19.0,2024-04-21,08:00:00
Nairobi,40,87.7,3.7,52.3,13.3,9.67,22.0,2024-04-21,07:00:00
Nairobi,46,96.3,5.0,44.0,15.0,11.0,25.0,2024-04-21,06:00:00
Nairobi,44,90.1,5.3,38.0,14.7,10.67,21.7,2024-04-21,05:00:00
Nairobi,43,83.8,5.7,32.0,14.3,10.33,18.3,2024-04-21,04:00:00
Nairobi,42,77.6,6.0,26.0,14.0,10.0,15.0,2024-04-21,03:00:00
Nairobi,44,73.9,5.3,28.0,15.0,10.67,12.7,2024-04-21,02:00:00
Nairobi,47,70.2,4.7,30.0,16.0,11.33,10.3,2024-04-21,01:00:00
Nairobi,50,66.5,4.0,32.0,17.0,12.0,8.0,2024-04-21,00:00:00
Nairobi,59,74.1,4.3,33.0,23.0,16.33,8.3,2024-04-20,23:00:00
Nairobi,69,81.7,4.7,34.0,29.0,20.67,8.7,2024-04-20,22:00:00
Helsinki,40,53.1,2.0,87.0,6.0,4.0,6.0,2024-04-23,21:00:00
Helsinki,19,52.7,17.5,28.0,5.0,4.5,2.0,2024-04-23,20:00:00
Helsinki,28,52.3,11.2,60.2,4.4,3.8,1.0,2024-04-23,19:00:00
Helsinki,23,51.9,9.3,49.6,3.4,2.86,0.5,2024-04-23,18:00:00
Helsinki,19,51.9,12.8,41.1,3.5,3.17,0.0,2024-04-23,17:00:00
Helsinki,29,51.9,77.0,52.2,11.0,7.0,0.8,2024-04-23,16:00:00
Helsinki,25,51.9,21.5,53.5,4.3,3.25,1.0,2024-04-23,15:00:00
Helsinki,24,52.1,38.8,52.1,8.3,5.17,1.0,2024-04-23,14:00:00
Helsinki,23,52.3,38.5,50.2,7.5,4.83,1.0,2024-04-23,13:00:00
Helsinki,22,52.5,25.1,48.4,6.6,5.0,0.5,2024-04-23,12:00:00
Helsinki,22,52.5,29.5,48.0,7.0,5.38,0.5,2024-04-23,11:00:00
Helsinki,29,52.5,98.0,46.8,8.0,7.0,0.8,2024-04-23,10:00:00
Helsinki,21,52.5,39.0,46.0,5.0,3.75,1.0,2024-04-23,09:00:00
Helsinki,21,52.5,61.6,44.9,4.7,4.67,1.0,2024-04-23,08:00:00
Helsinki,23,52.5,114.5,46.6,5.5,5.5,1.0,2024-04-23,07:00:00
Helsinki,22,52.5,17.5,46.9,3.3,2.5,1.0,2024-04-23,06:00:00
Helsinki,17,52.1,12.5,36.5,2.7,2.17,1.0,2024-04-23,05:00:00
Helsinki,16,51.7,7.0,34.4,3.0,2.5,0.0,2024-04-23,04:00:00
Helsinki,24,51.4,1.8,52.8,2.0,2.0,1.0,2024-04-23,03:00:00
Helsinki,18,51.6,1.5,38.7,2.0,2.0,1.0,2024-04-23,02:00:00
Helsinki,18,51.7,1.5,39.2,2.0,2.0,1.0,2024-04-23,01:00:00
Helsinki,18,51.9,1.8,39.5,2.3,1.75,1.0,2024-04-23,00:00:00
Helsinki,20,52.3,3.0,43.9,2.6,2.0,1.5,2024-04-22,23:00:00
Helsinki,11,52.7,5.0,23.4,3.0,2.0,1.7,2024-04-22,22:00:00
Helsinki,26,53.1,2.0,55.9,4.0,3.0,2.0,2024-04-22,21:00:00
Helsinki,19,53.1,4.3,41.5,3.5,2.5,1.0,2024-04-22,20:00:00
Helsinki,20,53.1,5.5,42.6,3.3,3.0,1.0,2024-04-22,19:00:00
Helsinki,21,53.1,5.8,44.4,3.5,2.75,1.0,2024-04-22,18:00:00
Helsinki,27,53.1,7.1,59.0,3.9,2.71,0.5,2024-04-22,17:00:00
Helsinki,26,53.1,6.1,57.2,4.1,2.92,1.0,2024-04-22,16:00:00
Helsinki,29,53.1,6.3,63.6,4.3,3.0,1.0,2024-04-22,15:00:00
Helsinki,22,53.7,7.8,46.7,4.5,3.25,2.0,2024-04-22,14:00:00
Helsinki,22,54.3,7.8,47.2,4.8,3.5,2.0,2024-04-22,13:00:00
Helsinki,30,54.9,7.3,65.7,5.3,4.0,1.0,2024-04-22,12:00:00
Helsinki,24,54.7,14.6,51.1,7.7,4.71,1.0,2024-04-22,11:00:00
Helsinki,33,54.5,42.0,26.2,15.0,8.0,1.0,2024-04-22,10:00:00
Helsinki,30,54.3,20.3,65.9,15.0,4.5,1.0,2024-04-22,09:00:00
Helsinki,35,54.7,5.0,65.9,14.5,8.5,1.0,2024-04-22,08:00:00
Helsinki,37,55.1,19.6,66.2,20.8,9.0,1.0,2024-04-22,07:00:00
Helsinki,30,55.4,9.6,65.9,17.2,6.8,1.0,2024-04-22,06:00:00
Helsinki,30,54.7,10.4,65.4,13.4,6.0,0.5,2024-04-22,05:00:00
Helsinki,31,53.9,3.6,67.7,9.5,5.16,1.0,2024-04-22,04:00:00
Helsinki,32,53.1,0.7,68.6,5.7,4.33,1.0,2024-04-22,03:00:00
Helsinki,32,53.1,2.0,69.0,6.0,4.25,1.0,2024-04-22,02:00:00
Helsinki,32,53.1,1.3,69.0,5.8,4.25,1.0,2024-04-22,01:00:00
Helsinki,31,53.1,4.0,66.0,6.5,4.5,1.0,2024-04-22,00:00:00
Helsinki,30,53.3,3.0,65.8,7.0,4.14,0.5,2024-04-21,23:00:00
Helsinki,30,53.5,3.3,64.6,5.7,3.72,1.0,2024-04-21,22:00:00
Helsinki,30,53.7,3.0,63.9,5.3,3.33,1.0,2024-04-21,21:00:00
Helsinki,31,53.9,1.0,67.8,5.0,3.0,1.0,2024-04-21,20:00:00
Helsinki,32,54.1,2.3,68.4,7.3,4.5,1.0,2024-04-21,19:00:00
Helsinki,31,54.3,4.0,66.5,11.5,5.67,1.0,2024-04-21,18:00:00
Helsinki,31,54.3,5.7,66.6,13.6,5.29,1.0,2024-04-21,17:00:00
Helsinki,33,54.3,59.0,69.1,35.0,8.0,1.0,2024-04-21,16:00:00
Helsinki,33,54.3,8.3,70.4,14.5,5.5,1.0,2024-04-21,15:00:00
Helsinki,32,55.2,2.5,69.7,6.3,3.5,1.0,2024-04-21,14:00:00
Helsinki,32,56.2,9.2,68.5,11.0,4.6,1.0,2024-04-21,13:00:00
Helsinki,31,57.2,10.0,66.8,7.2,4.6,1.0,2024-04-21,12:00:00
Helsinki,30,56.6,5.0,64.2,5.9,4.57,0.5,2024-04-21,11:00:00
Helsinki,30,56.0,42.0,64.6,11.0,6.0,1.0,2024-04-21,10:00:00
Helsinki,29,55.4,2.0,63.5,4.7,3.67,1.0,2024-04-21,09:00:00
Helsinki,26,54.9,10.0,44.7,6.7,6.33,1.0,2024-04-21,08:00:00
Helsinki,29,54.3,3.3,62.1,4.8,3.5,1.0,2024-04-21,07:00:00
Helsinki,28,53.7,4.8,61.1,5.7,4.67,0.5,2024-04-21,06:00:00
Helsinki,23,53.5,5.6,50.6,5.6,4.43,1.0,2024-04-21,05:00:00
Helsinki,13,53.3,1.0,27.5,5.0,3.0,0.8,2024-04-21,04:00:00
Helsinki,30,53.1,3.0,64.6,5.7,4.67,1.0,2024-04-21,03:00:00
Helsinki,30,53.3,1.0,64.7,4.0,3.0,1.0,2024-04-21,02:00:00
Helsinki,21,53.5,3.8,46.0,5.8,4.0,1.0,2024-04-21,01:00:00
Helsinki,28,53.7,5.4,61.3,5.8,4.6,1.0,2024-04-21,00:00:00
Helsinki,28,57.8,7.6,60.0,6.4,5.63,0.5,2024-04-20,23:00:00
Helsinki,26,61.9,12.7,48.9,6.7,6.14,1.5,2024-04-20,22:00:00
Dubai,121,110.9,25.0,110.0,121.0,43.0,54.0,2024-04-23,21:00:00
Dubai,94,413.0,201.0,71.9,55.5,32.5,15.0,2024-04-23,20:00:00
Dubai,94,122.6,31.7,124.2,63.0,32.33,67.3,2024-04-23,19:00:00
Dubai,82,128.4,35.0,131.3,34.0,27.0,74.0,2024-04-23,18:00:00
Dubai,80,181.0,94.0,92.1,59.5,26.0,12.0,2024-04-23,17:00:00
Dubai,21,242.0,42.0,46.1,2.0,2.0,32.0,2024-04-23,16:00:00
Dubai,106,189.1,76.0,180.3,43.0,34.0,117.0,2024-04-23,15:00:00
Dubai,413,181.0,29.0,115.8,517.0,40.0,14.0,2024-04-23,14:00:00
Dubai,500,242.0,177.0,39.8,984.0,984.0,17.0,2024-04-23,13:00:00
Dubai,420,192.0,86.0,88.6,524.0,51.0,17.0,2024-04-23,12:00:00
Dubai,500,192.0,86.0,45.9,984.0,984.0,17.0,2024-04-23,11:00:00
Dubai,132,212.0,38.0,44.3,218.0,45.0,42.0,2024-04-23,10:00:00
Dubai,126,67.1,7.0,138.0,141.0,45.0,26.0,2024-04-23,09:00:00
Dubai,125,266.4,98.3,94.7,172.7,44.67,28.3,2024-04-23,08:00:00
Dubai,125,465.7,189.7,51.4,204.3,44.33,30.7,2024-04-23,07:00:00
Dubai,141,665.0,281.0,8.1,236.0,44.0,33.0,2024-04-23,06:00:00
Dubai,141,665.0,281.0,8.1,236.0,44.0,33.0,2024-04-23,05:00:00
Dubai,141,665.0,281.0,8.1,236.0,44.0,33.0,2024-04-23,04:00:00
Dubai,141,665.0,281.0,8.1,236.0,44.0,33.0,2024-04-23,03:00:00
Dubai,123,478.2,192.7,23.1,179.7,44.0,31.7,2024-04-23,02:00:00
Dubai,123,291.3,104.3,38.0,123.3,44.0,30.3,2024-04-23,01:00:00
Dubai,123,104.5,16.0,53.0,67.0,44.0,29.0,2024-04-23,00:00:00
Dubai,131,363.0,186.0,13.3,118.0,47.0,29.0,2024-04-22,23:00:00
Dubai,131,363.0,186.0,13.3,118.0,47.0,29.0,2024-04-22,22:00:00
Dubai,118,84.6,24.0,68.0,66.0,42.0,34.0,2024-04-22,21:00:00
Dubai,131,363.0,186.0,13.3,118.0,47.0,29.0,2024-04-22,20:00:00
Dubai,157,927.0,318.0,1.3,184.0,61.0,36.0,2024-04-22,19:00:00
Dubai,153,124.9,67.0,53.0,78.0,55.0,88.0,2024-04-22,18:00:00
Dubai,166,144.3,79.3,64.0,95.7,67.33,101.0,2024-04-22,17:00:00
Dubai,182,163.8,91.7,75.0,113.3,79.67,114.0,2024-04-22,16:00:00
Dubai,199,183.3,104.0,86.0,131.0,92.0,127.0,2024-04-22,15:00:00
Dubai,139,816.0,459.0,30.7,164.0,50.0,49.0,2024-04-22,14:00:00
Dubai,139,816.0,459.0,30.7,164.0,50.0,49.0,2024-04-22,13:00:00
Dubai,139,816.0,459.0,30.7,164.0,50.0,49.0,2024-04-22,12:00:00
Dubai,107,776.0,431.0,28.1,90.0,38.0,54.0,2024-04-22,11:00:00
Dubai,102,383.0,204.0,135.6,45.0,36.0,36.0,2024-04-22,10:00:00
Dubai,204,71.2,12.0,188.0,155.0,96.0,46.0,2024-04-22,09:00:00
Dubai,265,393.0,201.0,19.4,142.0,142.0,8.0,2024-04-22,08:00:00
Dubai,270,564.0,417.0,9.3,146.0,146.0,13.0,2024-04-22,07:00:00
Dubai,249,605.0,247.0,25.9,130.0,130.0,23.0,2024-04-22,06:00:00
Dubai,158,675.0,438.0,2.8,158.0,158.0,14.0,2024-04-22,05:00:00
Dubai,273,1734.0,388.0,1.2,148.0,148.0,25.0,2024-04-22,04:00:00
Dubai,176,122.0,28.0,31.0,120.0,75.0,41.0,2024-04-22,03:00:00
Dubai,244,1784.0,359.0,1.2,126.0,126.0,23.0,2024-04-22,02:00:00
Dubai,252,1784.0,405.0,1.2,132.0,132.0,21.0,2024-04-22,01:00:00
Dubai,260,1824.0,426.0,1.1,138.0,138.0,21.0,2024-04-22,00:00:00
Dubai,252,1683.0,458.0,1.1,132.0,132.0,20.0,2024-04-21,23:00:00
Dubai,246,1583.0,482.0,1.1,128.0,128.0,21.0,2024-04-21,22:00:00
Dubai,169,122.6,41.0,58.0,113.0,70.0,80.0,2024-04-21,21:00:00
Dubai,223,1502.0,499.0,1.1,110.0,110.0,18.0,2024-04-21,20:00:00
Dubai,185,1159.0,542.0,1.1,82.0,82.0,16.0,2024-04-21,19:00:00
Dubai,191,645.0,280.0,3.6,86.0,86.0,14.0,2024-04-21,18:00:00
Dubai,28,494.6,219.0,30.4,6.3,5.0,62.0,2024-04-21,17:00:00
Dubai,168,232.0,51.0,67.2,98.0,68.67,25.0,2024-04-21,16:00:00
Dubai,156,193.8,97.0,123.0,104.0,60.0,158.0,2024-04-21,15:00:00
Dubai,162,232.0,29.0,105.9,191.7,162.33,19.0,2024-04-21,14:00:00
Dubai,264,232.0,29.0,105.9,279.3,264.67,19.0,2024-04-21,13:00:00
Dubai,367,222.0,32.0,1.4,367.0,367.0,9.0,2024-04-21,12:00:00
Dubai,500,323.0,59.0,48.6,894.0,894.0,12.0,2024-04-21,11:00:00
Dubai,193,171.0,11.0,79.0,88.0,88.0,12.0,2024-04-21,10:00:00
Dubai,156,91.6,30.0,159.0,103.0,60.0,98.0,2024-04-21,09:00:00
Dubai,207,333.0,57.0,88.6,98.0,98.0,16.0,2024-04-21,08:00:00
Dubai,209,353.0,84.0,63.4,100.0,100.0,16.0,2024-04-21,07:00:00
Dubai,220,514.0,297.0,1.9,108.0,108.0,16.0,2024-04-21,06:00:00
Dubai,212,585.0,337.0,1.3,102.0,102.0,18.0,2024-04-21,05:00:00
Dubai,217,595.0,277.0,1.3,106.0,106.0,21.0,2024-04-21,04:00:00
Dubai,233,675.0,282.0,1.1,118.0,118.0,22.0,2024-04-21,03:00:00
Dubai,233,755.7,282.3,1.1,118.0,118.0,22.0,2024-04-21,02:00:00
Dubai,233,766.0,292.0,1.1,118.0,118.0,22.0,2024-04-21,01:00:00
Dubai,233,917.0,283.0,1.1,118.0,118.0,22.0,2024-04-21,00:00:00
Dubai,239,1018.0,293.0,1.1,122.0,122.0,23.0,2024-04-20,23:00:00
Dubai,185,1210.0,322.0,1.1,82.0,82.0,22.0,2024-04-20,22:00:00
Seattle,46,53.1,2.0,100.0,13.0,7.0,3.0,2024-04-23,21:00:00
Seattle,50,454.0,197.0,94.7,15.0,12.0,2.7,2024-04-23,20:00:00
Seattle,30,345.0,33.7,64.7,7.2,5.42,1.0,2024-04-23,19:00:00
Seattle,52,57.8,3.0,84.0,16.3,13.0,2.0,2024-04-23,18:00:00
Seattle,46,115.2,13.9,67.8,14.1,11.12,1.7,2024-04-23,17:00:00
Seattle,38,172.6,24.8,51.5,12.0,9.24,1.3,2024-04-23,16:00:00
Seattle,31,230.0,35.7,35.3,9.8,7.36,1.0,2024-04-23,15:00:00
Seattle,33,287.5,40.0,33.3,10.9,8.0,0.0,2024-04-23,14:00:00
Seattle,27,119.9,17.9,49.1,9.9,6.45,1.0,2024-04-23,13:00:00
Seattle,26,64.8,9.0,56.0,10.0,6.0,1.0,2024-04-23,12:00:00
Seattle,27,81.5,10.2,57.6,9.5,6.12,0.7,2024-04-23,11:00:00
Seattle,27,98.3,11.3,59.2,9.0,6.24,0.3,2024-04-23,10:00:00
Seattle,28,115.0,12.5,60.8,8.5,6.36,0.0,2024-04-23,09:00:00
Seattle,29,115.0,15.7,62.7,7.2,5.23,0.0,2024-04-23,08:00:00
Seattle,32,115.0,13.3,68.6,7.0,5.19,0.0,2024-04-23,07:00:00
Seattle,34,115.0,13.7,72.5,6.2,4.6,0.0,2024-04-23,06:00:00
Seattle,32,102.2,14.8,69.3,8.1,5.73,3.7,2024-04-23,05:00:00
Seattle,42,89.3,15.9,66.2,12.5,10.0,7.3,2024-04-23,04:00:00
Seattle,33,76.5,17.0,63.0,12.0,8.0,11.0,2024-04-23,03:00:00
Seattle,26,269.0,23.5,56.2,6.3,3.64,0.5,2024-04-23,02:00:00
Seattle,27,269.0,21.5,58.1,4.4,2.93,0.5,2024-04-23,01:00:00
Seattle,27,269.0,21.0,58.9,4.3,3.0,0.5,2024-04-23,00:00:00
Seattle,25,232.0,25.0,33.9,12.0,6.0,1.0,2024-04-22,23:00:00
Seattle,25,232.0,29.0,32.1,11.0,6.0,1.0,2024-04-22,22:00:00
Seattle,35,345.0,18.3,76.4,4.7,3.67,0.0,2024-04-22,21:00:00
Seattle,24,230.7,17.8,52.5,6.5,4.42,0.5,2024-04-22,20:00:00
Seattle,34,230.0,16.3,72.5,6.0,4.93,0.0,2024-04-22,19:00:00
Seattle,32,230.0,21.5,68.6,5.2,4.29,0.0,2024-04-22,18:00:00
Seattle,31,210.8,19.3,66.0,5.4,4.4,0.0,2024-04-22,17:00:00
Seattle,29,191.7,17.2,63.4,5.6,4.52,0.0,2024-04-22,16:00:00
Seattle,28,172.5,15.0,60.8,5.8,4.64,0.0,2024-04-22,15:00:00
Seattle,26,172.5,15.0,56.8,6.3,5.0,0.0,2024-04-22,14:00:00
Seattle,26,172.5,14.7,56.8,6.8,5.5,0.0,2024-04-22,13:00:00
Seattle,22,155.3,10.5,48.5,5.8,4.13,0.5,2024-04-22,12:00:00
Seattle,33,141.9,8.6,59.2,10.0,8.0,0.3,2024-04-22,11:00:00
Seattle,32,128.4,6.6,69.8,5.9,4.53,0.2,2024-04-22,10:00:00
Seattle,37,115.0,4.7,80.4,6.0,4.73,0.0,2024-04-22,09:00:00
Seattle,37,115.0,5.0,80.4,6.0,4.75,0.0,2024-04-22,08:00:00
Seattle,37,115.0,6.3,80.4,5.7,4.5,6.7,2024-04-22,07:00:00
Seattle,37,107.4,32.0,35.0,15.0,9.0,10.0,2024-04-22,06:00:00
Seattle,31,123.4,27.1,41.9,11.8,7.39,6.8,2024-04-22,05:00:00
Seattle,25,121.0,25.0,35.4,12.0,6.0,1.0,2024-04-22,04:00:00
Seattle,26,155.3,17.3,55.8,5.5,4.17,0.5,2024-04-22,03:00:00
Seattle,36,172.5,15.3,78.4,4.4,3.25,0.0,2024-04-22,02:00:00
Seattle,38,230.0,14.3,82.3,4.1,3.3,0.0,2024-04-22,01:00:00
Seattle,27,155.3,12.8,58.9,5.4,3.91,0.5,2024-04-22,00:00:00
Seattle,25,121.0,10.0,37.4,11.0,6.0,1.0,2024-04-21,23:00:00
Seattle,25,121.0,7.0,37.6,8.0,6.0,1.0,2024-04-21,22:00:00
Seattle,38,172.5,9.0,82.3,5.8,4.5,0.0,2024-04-21,21:00:00
Seattle,39,172.5,11.7,84.3,4.1,3.25,0.0,2024-04-21,20:00:00
Seattle,38,230.0,12.7,82.3,4.2,3.36,0.0,2024-04-21,19:00:00
Seattle,27,155.3,8.3,58.0,4.8,3.58,0.5,2024-04-21,18:00:00
Seattle,30,161.1,9.5,64.1,5.3,4.22,0.3,2024-04-21,17:00:00
Seattle,37,166.8,10.8,70.3,11.3,9.0,0.2,2024-04-21,16:00:00
Seattle,35,172.5,12.0,76.4,6.3,5.5,0.0,2024-04-21,15:00:00
Seattle,34,172.5,13.0,72.5,6.1,4.67,0.0,2024-04-21,14:00:00
Seattle,32,230.0,17.7,68.6,6.2,4.92,0.0,2024-04-21,13:00:00
Seattle,37,115.0,48.5,80.4,6.3,5.23,0.0,2024-04-21,12:00:00
Seattle,38,121.0,61.0,83.0,11.3,9.0,0.0,2024-04-21,11:00:00
Seattle,40,115.0,22.8,85.6,11.3,9.0,0.0,2024-04-21,10:00:00
Seattle,41,115.0,10.0,88.2,7.6,5.9,0.0,2024-04-21,09:00:00
Seattle,41,115.0,10.0,88.2,6.7,5.7,0.0,2024-04-21,08:00:00
Seattle,31,117.0,9.0,66.2,6.6,4.93,0.5,2024-04-21,07:00:00
Seattle,25,121.0,10.0,42.4,16.0,6.0,1.0,2024-04-21,06:00:00
Seattle,25,121.0,12.0,41.1,16.0,6.0,1.0,2024-04-21,05:00:00
Seattle,25,121.0,10.0,42.5,14.0,6.0,1.0,2024-04-21,04:00:00
Seattle,43,115.0,14.0,92.1,7.7,6.36,0.0,2024-04-21,03:00:00
Seattle,44,172.5,14.3,96.0,6.5,5.09,0.0,2024-04-21,02:00:00
Seattle,32,117.0,12.0,70.1,6.9,4.27,0.5,2024-04-21,01:00:00
Seattle,32,117.0,12.0,70.1,7.8,5.07,0.5,2024-04-21,00:00:00
Seattle,82,94.7,8.3,82.1,33.8,27.0,1.0,2024-04-20,23:00:00
Seattle,25,121.0,11.0,43.6,16.0,6.0,1.0,2024-04-20,22:00:00
Stockholm,56,56.6,4.0,85.0,23.0,15.0,14.0,2024-04-23,21:00:00
Stockholm,40,56.4,24.0,86.3,30.6,9.0,14.3,2024-04-23,20:00:00
Stockholm,41,56.2,14.8,87.7,30.3,8.75,14.7,2024-04-23,19:00:00
Stockholm,41,56.0,14.3,89.0,30.0,8.75,15.0,2024-04-23,18:00:00
Stockholm,42,56.0,13.8,91.0,29.6,8.67,16.3,2024-04-23,17:00:00
Stockholm,43,56.0,13.8,93.0,29.3,8.75,17.7,2024-04-23,16:00:00
Stockholm,44,56.0,13.0,95.0,28.8,8.5,19.0,2024-04-23,15:00:00
Stockholm,44,55.6,12.5,96.0,28.3,8.5,20.7,2024-04-23,14:00:00
Stockholm,45,55.2,29.8,97.0,34.2,8.5,22.3,2024-04-23,13:00:00
Stockholm,45,54.9,29.0,98.0,33.8,8.5,24.0,2024-04-23,12:00:00
Stockholm,86,54.7,30.0,96.0,126.0,17.0,22.0,2024-04-23,11:00:00
